"X___1","PUMFID","PERSONID","AGEGP","SEX","MARST","PROV","IMMSTP","YRIMMGP","CMPHI","HLEV2G","CFID","CFSIZE","CFMJSI","CFATINC","CFEARNG","EFID","EFSIZE","EFATINC","HHSIZE","FWEIGHT","Province","region","sexe","statut_mat","niveau_educ"
32944,16259,1625902,6,1,6,35,6,6,1,2,"16259A01",2,2,78150,89000,"16259A",2,78150,2,428.9906,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33007,16285,1628502,6,1,6,35,6,6,1,2,"16285A01",3,2,39325,39175,"16285A",3,39325,3,735.0905,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33071,16313,1631302,14,2,2,24,2,6,1,2,"16313A01",2,6,80010,43000,"16313A",2,80010,2,1478.754,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33073,16314,1631402,13,2,2,24,6,6,1,3,"16314A01",2,2,85230,111000,"16314A",2,85230,2,343.4663,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33074,16315,1631501,16,1,5,35,6,6,1,3,"16315A01",2,2,75075,47350,"16315A",2,75075,2,755.4645,"Ontario","Ontario","Homme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33145,16348,1634801,12,2,2,24,6,6,1,3,"16348A01",3,2,74205,83000,"16348A",3,74205,3,512.1311,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33189,16366,1636604,3,2,96,24,6,6,6,6,"16366A01",6,2,68060,33000,"16366A",6,68060,6,840.8947,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
33249,16393,1639302,14,1,1,35,6,6,1,3,"16393A01",4,2,90795,89000,"16393A",5,133025,5,1072.494,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33250,16393,1639304,6,2,6,35,6,6,1,3,"16393A01",4,2,90795,89000,"16393A",5,133025,5,1072.494,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33260,16397,1639701,16,2,5,12,6,6,2,1,"16397A01",1,4,16675,0,"16397A",1,16675,1,199.5167,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33319,16425,1642502,13,2,1,59,2,6,1,4,"16425A01",2,4,6950,0,"16425A",2,6950,2,1464.844,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33328,16429,1642902,8,1,1,47,6,6,1,4,"16429A01",2,2,57160,65000,"16429A",2,57160,2,205.2752,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33333,16431,1643103,1,1,96,47,6,6,6,6,"16431A01",3,7,66620,14000,"16431A",3,66620,3,135.9598,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
33373,16449,1644901,16,1,1,10,6,6,2,1,"16449A01",2,4,29650,0,"16449A",2,29650,2,181.8908,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33398,16462,1646202,2,1,96,48,6,6,6,6,"16462A01",3,2,36350,16500,"16462A",3,36350,3,61.5237,"Alberta","Ouest","Homme","Non applicable","Non applicable"
33431,16474,1647402,10,2,1,35,2,6,1,4,"16474A01",4,2,182775,222500,"16474A",4,182775,4,1325.278,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33433,16474,1647404,2,2,96,35,6,6,6,6,"16474A01",4,2,182775,222500,"16474A",4,182775,4,1325.278,"Ontario","Ontario","Femme","Non applicable","Non applicable"
33474,16487,1648706,1,2,96,48,6,6,6,6,"16487A01",6,2,80950,92500,"16487A",6,80950,6,495.1576,"Alberta","Ouest","Femme","Non applicable","Non applicable"
33507,16505,1650501,10,1,1,35,1,2,1,4,"16505A01",5,2,65455,70000,"16505A",5,65455,5,2221.525,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33545,16517,1651701,15,2,5,35,6,6,1,3,"16517A01",2,2,87470,92500,"16517A",2,87470,2,191.9819,"Ontario","Ontario","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33550,16519,1651901,12,2,1,35,1,2,1,4,"16519A01",4,2,142665,159500,"16519A",4,142665,4,2113.861,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33559,16522,1652201,11,1,1,13,6,6,1,2,"16522A01",4,2,51455,45500,"16522A",4,51455,4,379.9228,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33565,16524,1652402,6,1,6,12,6,6,1,3,"16524B01",1,2,26220,26000,"16524B",1,26220,2,303.6988,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33574,16528,1652804,1,2,96,35,6,6,6,6,"16528A01",4,2,94030,103000,"16528A",4,94030,4,297.4211,"Ontario","Ontario","Femme","Non applicable","Non applicable"
33635,16559,1655902,14,2,1,59,2,6,1,2,"16559A01",2,6,79145,35150,"16559A",2,79145,2,1300.808,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33673,16579,1657901,15,2,4,46,1,5,1,4,"16579A01",1,2,51415,42000,"16579A",1,51415,1,225.4692,"Manitoba","Ouest","Femme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33677,16582,1658201,16,2,4,46,2,6,1,2,"16582A01",1,4,27170,800,"16582A",1,27170,1,105.2849,"Manitoba","Ouest","Femme","Divorc<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33734,16608,1660802,13,2,1,46,2,6,1,2,"16608A01",2,2,89540,108000,"16608A",2,89540,2,177.3243,"Manitoba","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33742,16612,1661202,7,2,2,46,6,6,1,2,"16612A01",3,2,47650,49000,"16612A",3,47650,3,221.0958,"Manitoba","Ouest","Femme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33747,16614,1661402,13,2,2,12,6,6,2,1,"16614A01",2,4,20450,3100,"16614A",2,20450,2,242.1018,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33773,16627,1662703,4,2,6,10,6,6,2,1,"16627A01",4,2,96120,104750,"16627A",4,96120,4,211.7561,"Terre-Neuve-et-Labrador","Atlantique","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33801,16639,1663902,16,2,1,24,2,6,2,1,"16639A01",2,4,34875,0,"16639A",2,34875,2,885.0882,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33806,16642,1664201,8,1,2,47,6,6,2,1,"16642A01",4,2,72935,62000,"16642A",4,72935,4,134.3482,"Saskatchewan","Ouest","Homme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33818,16647,1664704,2,1,96,24,6,6,6,6,"16647A01",4,2,100750,118000,"16647A",4,100750,4,303.7689,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
33835,16654,1665401,9,1,2,24,2,6,1,3,"16654A01",2,2,73750,93000,"16654A",2,73750,2,1209.6,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33842,16656,1665604,1,2,96,35,6,6,6,6,"16656A01",4,2,106215,123000,"16656A",4,106215,4,218.2226,"Ontario","Ontario","Femme","Non applicable","Non applicable"
33857,16662,1666202,11,1,1,35,1,2,1,2,"16662A01",5,2,105100,115900,"16662A",5,105100,5,2006.401,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
33868,16667,1666703,8,2,6,24,1,2,1,3,"16667A02",2,2,40815,34000,"16667A",4,89180,4,2200.288,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33919,16691,1669102,12,1,1,35,2,6,1,4,"16691A01",3,2,232600,310000,"16691A",3,232600,3,1694.79,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
33922,16692,1669202,12,2,1,10,6,6,2,1,"16692A01",2,2,53690,48500,"16692A",2,53690,2,123.5764,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33938,16699,1669901,12,1,1,48,2,6,1,3,"16699A01",2,2,68990,80000,"16699A",2,68990,2,1211.012,"Alberta","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33939,16699,1669902,12,2,1,48,2,6,2,1,"16699A01",2,2,68990,80000,"16699A",2,68990,2,1211.012,"Alberta","Ouest","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
33941,16700,1670002,12,1,1,24,2,6,1,3,"16700A01",4,2,129805,164200,"16700A",4,129805,4,2182.878,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
33953,16705,1670502,7,1,2,24,6,6,1,3,"16705A01",2,2,52910,48250,"16705A",2,52910,2,325.3777,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34042,16744,1674403,2,1,96,35,6,6,6,6,"16744A01",4,2,128340,157300,"16744A",4,128340,4,897.6424,"Ontario","Ontario","Homme","Non applicable","Non applicable"
34052,16748,1674801,16,2,6,46,6,6,1,3,"16748A01",1,4,26875,0,"16748A",1,26875,1,98.4296,"Manitoba","Ouest","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34071,16756,1675604,3,2,96,12,6,6,6,6,"16756A01",4,2,105940,132500,"16756A",4,105940,4,278.5388,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Non applicable","Non applicable"
34074,16757,1675703,8,1,6,47,6,6,1,2,"16757A01",3,6,105920,41000,"16757A",3,105920,3,184.2101,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34082,16759,1675913,1,1,96,47,6,6,6,6,"16759A01",7,3,77410,52500,"16759A",7,77410,7,285.0341,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
34097,16765,1676504,1,2,96,35,6,6,6,6,"16765A01",3,2,39545,37000,"16765A",4,82595,4,980.3839,"Ontario","Ontario","Femme","Non applicable","Non applicable"
34112,16773,1677301,16,1,5,48,6,6,2,3,"16773A01",1,6,37980,200,"16773A",1,37980,1,521.2004,"Alberta","Ouest","Homme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34138,16785,1678504,3,1,96,13,6,6,6,6,"16785A01",5,2,114950,105500,"16785A",5,114950,5,527.8822,"Nouveau-Brunswick","Atlantique","Homme","Non applicable","Non applicable"
34139,16785,1678505,3,2,96,13,6,6,6,6,"16785A01",5,2,114950,105500,"16785A",5,114950,5,527.8822,"Nouveau-Brunswick","Atlantique","Femme","Non applicable","Non applicable"
34158,16792,1679203,6,2,6,48,6,6,1,9,"16792A01",6,2,92435,90000,"16792A",6,92435,6,1276.78,"Alberta","Ouest","Femme","Jamais mari<U+00E9>","Non r<U+00E9>ponse"
34168,16795,1679503,7,1,6,12,6,6,1,2,"16795A01",3,2,85825,82000,"16795A",5,98425,5,711.1923,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34169,16795,1679504,6,2,6,12,6,6,2,1,"16795A02",2,4,12600,0,"16795A",5,98425,5,711.1923,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
34220,16821,1682101,11,1,1,46,6,6,2,1,"16821A01",5,3,142490,164100,"16821A",5,142490,5,258.6997,"Manitoba","Ouest","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
34224,16821,1682105,5,1,6,46,6,6,2,1,"16821A01",5,3,142490,164100,"16821A",5,142490,5,258.6997,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
34265,16839,1683904,1,2,96,10,6,6,6,6,"16839A01",4,2,94610,93500,"16839A",4,94610,4,242.9487,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non applicable","Non applicable"
34292,16849,1684907,9,1,6,48,6,6,1,3,"16849A01",5,2,113335,110000,"16849A",5,113335,5,531.1196,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34293,16850,1685001,7,1,6,35,6,6,1,3,"16850A01",1,2,36055,41000,"16850A",1,36055,1,308.6262,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34299,16852,1685201,16,2,5,47,6,6,2,1,"16852A01",1,4,20500,0,"16852A",1,20500,1,234.2543,"Saskatchewan","Ouest","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
34326,16863,1686302,15,1,1,12,6,6,2,3,"16863A01",2,2,68850,50000,"16863A",2,68850,2,155.0576,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34331,16866,1686602,7,1,2,35,6,6,1,4,"16866A01",2,2,80680,89500,"16866A",2,80680,2,986.9466,"Ontario","Ontario","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
34337,16869,1686901,16,1,1,59,6,6,1,2,"16869A01",2,6,61680,0,"16869A",2,61680,2,459.1512,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34352,16876,1687601,5,2,6,46,6,6,9,9,"16876A01",4,2,102005,116000,"16876A",4,102005,4,396.2297,"Manitoba","Ouest","Femme","Jamais mari<U+00E9>","Non r<U+00E9>ponse"
34358,16878,1687801,12,1,2,24,2,6,1,3,"16878A01",3,2,99215,81550,"16878A",3,99215,3,2356.91,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34373,16882,1688201,13,2,3,35,6,6,1,3,"16882A01",1,2,25990,29000,"16882A",1,25990,1,599.0686,"Ontario","Ontario","Femme","S<U+00E9>par<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34377,16884,1688403,3,1,96,47,6,6,6,6,"16884A01",4,2,161605,2e+05,"16884A",4,161605,4,221.6302,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
34393,16888,1688802,10,2,1,48,1,1,1,4,"16888A01",2,5,60205,4875,"16888A",2,60205,2,1798.986,"Alberta","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34435,16906,1690601,12,2,1,35,6,6,1,3,"16906A01",2,2,71720,76550,"16906A",2,71720,2,126.2127,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34452,16914,1691403,1,1,96,35,6,6,6,6,"16914A01",3,2,98130,116500,"16914A",3,98130,3,550.6465,"Ontario","Ontario","Homme","Non applicable","Non applicable"
34484,16930,1693001,16,2,5,35,6,6,1,3,"16930A01",1,4,23925,0,"16930A",3,59000,3,346.3906,"Ontario","Ontario","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34523,16949,1694902,4,1,6,59,6,6,2,1,"16949A01",3,2,49245,35200,"16949A",3,49245,3,176.8501,"Colombie Britanique","Colombie Britanique","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
34531,16952,1695202,16,2,1,10,6,6,1,4,"16952A01",2,4,35850,0,"16952A",2,35850,2,225.3617,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34568,16969,1696901,9,2,1,48,6,6,1,4,"16969A01",4,5,107395,0,"16969A",4,107395,4,375.6485,"Alberta","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34575,16970,1697006,3,1,96,48,6,6,6,6,"16970A01",7,2,103260,125000,"16970A",7,103260,7,361.5131,"Alberta","Ouest","Homme","Non applicable","Non applicable"
34594,16977,1697701,9,1,99,48,1,2,1,3,"16977A01",4,3,19980,12500,"16977A",4,19980,4,36.2051,"Alberta","Ouest","Homme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34603,16979,1697901,14,1,2,24,2,6,1,2,"16979A01",2,6,65510,300,"16979A",2,65510,2,1812.828,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34610,16981,1698102,15,1,1,35,6,6,1,2,"16981A01",2,4,33225,0,"16981A",2,33225,2,438.033,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34661,17006,1700602,10,1,1,59,1,1,1,4,"17006A01",3,2,108825,126850,"17006A",3,108825,3,1075.801,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34675,17013,1701302,11,1,1,59,2,6,1,4,"17013A01",4,2,151795,190000,"17013A",4,151795,4,1152.934,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34695,17024,1702401,13,1,6,59,6,6,1,3,"17024A01",1,5,16050,300,"17024A",1,16050,1,988.0214,"Colombie Britanique","Colombie Britanique","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34740,17046,1704601,8,1,6,35,6,6,1,3,"17046A01",1,2,74780,90000,"17046A",1,74780,1,758.3663,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34788,17065,1706501,13,1,1,35,6,6,1,2,"17065A01",4,2,176430,187950,"17065A",4,176430,4,223.0217,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34806,17073,1707301,11,1,1,24,1,1,1,4,"17073A01",2,2,50375,60000,"17073A",2,50375,2,1273.323,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34821,17077,1707702,11,2,1,35,2,6,1,4,"17077A01",3,2,61480,47000,"17077A",3,61480,3,917.8206,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
34852,17092,1709202,10,1,1,13,6,6,1,3,"17092A01",5,3,70880,82300,"17092A",5,70880,5,208.0721,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34856,17093,1709301,12,2,2,24,6,6,1,3,"17093A01",2,2,105495,119500,"17093A",2,105495,2,225.1855,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34874,17100,1710002,11,1,1,10,6,6,1,3,"17100A01",3,2,113675,165000,"17100A",3,113675,3,201.9137,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34915,17117,1711701,12,1,6,24,6,6,2,3,"17117A01",1,3,27145,22000,"17117A",1,27145,1,503.73,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34940,17130,1713006,15,1,99,12,6,6,1,2,"17130A02",1,4,21950,0,"17130A",6,113120,6,320.2599,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Non r<U+00E9>ponse","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
34956,17140,1714002,13,1,1,59,6,6,1,3,"17140A01",2,2,120940,153500,"17140A",2,120940,2,183.6297,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
34961,17141,1714105,3,2,96,48,6,6,6,6,"17141A01",5,2,129400,153000,"17141A",5,129400,5,629.9609,"Alberta","Ouest","Femme","Non applicable","Non applicable"
35013,17166,1716601,13,2,1,12,6,6,1,3,"17166A01",3,2,151475,188000,"17166A",3,151475,3,351.4982,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35047,17181,1718102,7,1,1,47,6,6,1,3,"17181A01",2,2,58180,65000,"17181A",2,58180,2,254.4773,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35058,17187,1718702,8,1,1,24,2,6,1,4,"17187A01",3,2,97850,109000,"17187A",4,112200,4,2763.174,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
35088,17199,1719903,1,1,96,47,6,6,6,6,"17199A01",3,2,127000,152500,"17199A",3,127000,3,131.669,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
35133,17216,1721602,15,1,5,35,6,6,1,3,"17216A01",2,2,74370,65000,"17216A",2,74370,2,224.4617,"Ontario","Ontario","Homme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35148,17221,1722102,3,2,96,11,6,6,6,6,"17221A01",2,3,34295,29000,"17221A",2,34295,2,30.8953,"Ile du prince Edouard","Atlantique","Femme","Non applicable","Non applicable"
35165,17229,1722901,14,1,6,11,6,6,1,4,"17229A01",3,2,109655,80000,"17229A",3,109655,3,82.9911,"Ile du prince Edouard","Atlantique","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
35175,17232,1723202,15,2,2,47,6,6,1,3,"17232A01",2,2,88470,97500,"17232A",2,88470,2,69.9867,"Saskatchewan","Ouest","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35190,17240,1724008,4,1,6,46,6,6,2,1,"17240A01",3,4,21300,2500,"17240A",3,21300,5,498.4472,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
35191,17240,1724009,7,1,6,46,6,6,2,1,"17240B01",2,2,28055,26000,"17240B",2,28055,5,498.4472,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
35200,17243,1724305,2,1,96,47,6,6,6,6,"17243A01",6,2,184375,224000,"17243A",6,184375,6,186.4283,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
35201,17243,1724306,1,1,96,47,6,6,6,6,"17243A01",6,2,184375,224000,"17243A",6,184375,6,186.4283,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
35241,17261,1726104,2,1,96,10,6,6,6,6,"17261A01",4,2,89945,77250,"17261A",4,89945,4,197.8606,"Terre-Neuve-et-Labrador","Atlantique","Homme","Non applicable","Non applicable"
35262,17273,1727301,11,2,99,10,6,6,1,3,"17273A01",3,2,37250,34150,"17273A",3,37250,3,110.9481,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35332,17303,1730301,15,2,5,24,6,6,1,3,"17303A01",1,6,33550,550,"17303A",1,33550,1,278.6656,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
35335,17304,1730407,2,2,96,24,6,6,6,6,"17304A01",5,2,56875,32850,"17304A",5,56875,5,877.8445,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
35369,17318,1731803,3,2,96,35,6,6,6,6,"17318A01",4,2,150630,190000,"17318A",4,150630,4,166.8917,"Ontario","Ontario","Femme","Non applicable","Non applicable"
35381,17321,1732105,1,2,96,48,6,6,6,6,"17321A01",5,2,77270,60500,"17321A",5,77270,5,1045.334,"Alberta","Ouest","Femme","Non applicable","Non applicable"
