year,quarter,location,type,persons
1975,4,New Brunswick,out-migration,-5515
1976,1,New Brunswick,out-migration,-3442
1976,2,New Brunswick,out-migration,-3658
1976,3,New Brunswick,out-migration,-6838
1976,4,New Brunswick,out-migration,-3311
1977,1,New Brunswick,out-migration,-2662
1977,2,New Brunswick,out-migration,-3236
1977,3,New Brunswick,out-migration,-7031
1977,4,New Brunswick,out-migration,-3433
1978,1,New Brunswick,out-migration,-2717
1978,2,New Brunswick,out-migration,-3302
1978,3,New Brunswick,out-migration,-6889
1978,4,New Brunswick,out-migration,-3351
1979,1,New Brunswick,out-migration,-2653
1979,2,New Brunswick,out-migration,-3207
1979,3,New Brunswick,out-migration,-7093
1979,4,New Brunswick,out-migration,-3495
1980,1,New Brunswick,out-migration,-2764
1980,2,New Brunswick,out-migration,-3264
1980,3,New Brunswick,out-migration,-7830
1980,4,New Brunswick,out-migration,-3895
1981,1,New Brunswick,out-migration,-3053
1981,2,New Brunswick,out-migration,-3567
1981,3,New Brunswick,out-migration,-7276
1981,4,New Brunswick,out-migration,-3719
1982,1,New Brunswick,out-migration,-2782
1982,2,New Brunswick,out-migration,-2922
1982,3,New Brunswick,out-migration,-4791
1982,4,New Brunswick,out-migration,-2338
1983,1,New Brunswick,out-migration,-1898
1983,2,New Brunswick,out-migration,-2435
1983,3,New Brunswick,out-migration,-4448
1983,4,New Brunswick,out-migration,-2171
1984,1,New Brunswick,out-migration,-1751
1984,2,New Brunswick,out-migration,-2288
1984,3,New Brunswick,out-migration,-4702
1984,4,New Brunswick,out-migration,-2416
1985,1,New Brunswick,out-migration,-1913
1985,2,New Brunswick,out-migration,-2618
1985,3,New Brunswick,out-migration,-5460
1985,4,New Brunswick,out-migration,-2806
1986,1,New Brunswick,out-migration,-2197
1986,2,New Brunswick,out-migration,-3136
1986,3,New Brunswick,out-migration,-5753
1986,4,New Brunswick,out-migration,-3026
1987,1,New Brunswick,out-migration,-1802
1987,2,New Brunswick,out-migration,-3298
1987,3,New Brunswick,out-migration,-6928
1987,4,New Brunswick,out-migration,-2896
1988,1,New Brunswick,out-migration,-2353
1988,2,New Brunswick,out-migration,-2880
1988,3,New Brunswick,out-migration,-6510
1988,4,New Brunswick,out-migration,-3141
1989,1,New Brunswick,out-migration,-1855
1989,2,New Brunswick,out-migration,-3243
1989,3,New Brunswick,out-migration,-6628
1989,4,New Brunswick,out-migration,-3190
1990,1,New Brunswick,out-migration,-1894
1990,2,New Brunswick,out-migration,-3434
1990,3,New Brunswick,out-migration,-5614
1990,4,New Brunswick,out-migration,-2312
1991,1,New Brunswick,out-migration,-1786
1991,2,New Brunswick,out-migration,-3109
1991,3,New Brunswick,out-migration,-5812
1991,4,New Brunswick,out-migration,-2194
1992,1,New Brunswick,out-migration,-1759
1992,2,New Brunswick,out-migration,-3203
1992,3,New Brunswick,out-migration,-5948
1992,4,New Brunswick,out-migration,-2211
1993,1,New Brunswick,out-migration,-1784
1993,2,New Brunswick,out-migration,-3130
1993,3,New Brunswick,out-migration,-4616
1993,4,New Brunswick,out-migration,-2001
1994,1,New Brunswick,out-migration,-1902
1994,2,New Brunswick,out-migration,-2877
1994,3,New Brunswick,out-migration,-4311
1994,4,New Brunswick,out-migration,-2148
1995,1,New Brunswick,out-migration,-2247
1995,2,New Brunswick,out-migration,-2960
1995,3,New Brunswick,out-migration,-4846
1995,4,New Brunswick,out-migration,-2085
1996,1,New Brunswick,out-migration,-2175
1996,2,New Brunswick,out-migration,-3033
1996,3,New Brunswick,out-migration,-4439
1996,4,New Brunswick,out-migration,-2330
1997,1,New Brunswick,out-migration,-2344
1997,2,New Brunswick,out-migration,-3380
1997,3,New Brunswick,out-migration,-4976
1997,4,New Brunswick,out-migration,-2547
1998,1,New Brunswick,out-migration,-2780
1998,2,New Brunswick,out-migration,-3793
1998,3,New Brunswick,out-migration,-3813
1998,4,New Brunswick,out-migration,-2235
1999,1,New Brunswick,out-migration,-2261
1999,2,New Brunswick,out-migration,-3405
1999,3,New Brunswick,out-migration,-4179
1999,4,New Brunswick,out-migration,-1824
2000,1,New Brunswick,out-migration,-2830
2000,2,New Brunswick,out-migration,-3636
2000,3,New Brunswick,out-migration,-4506
2000,4,New Brunswick,out-migration,-2080
2001,1,New Brunswick,out-migration,-2522
2001,2,New Brunswick,out-migration,-2961
2001,3,New Brunswick,out-migration,-4668
2001,4,New Brunswick,out-migration,-2290
2002,1,New Brunswick,out-migration,-2662
2002,2,New Brunswick,out-migration,-3308
2002,3,New Brunswick,out-migration,-4265
2002,4,New Brunswick,out-migration,-1980
2003,1,New Brunswick,out-migration,-2322
2003,2,New Brunswick,out-migration,-3509
2003,3,New Brunswick,out-migration,-4021
2003,4,New Brunswick,out-migration,-1873
2004,1,New Brunswick,out-migration,-2350
2004,2,New Brunswick,out-migration,-3206
2004,3,New Brunswick,out-migration,-4042
2004,4,New Brunswick,out-migration,-2211
2005,1,New Brunswick,out-migration,-2462
2005,2,New Brunswick,out-migration,-3963
2005,3,New Brunswick,out-migration,-4796
2005,4,New Brunswick,out-migration,-2267
2006,1,New Brunswick,out-migration,-3062
2006,2,New Brunswick,out-migration,-3548
2006,3,New Brunswick,out-migration,-5243
2006,4,New Brunswick,out-migration,-2435
2007,1,New Brunswick,out-migration,-2674
2007,2,New Brunswick,out-migration,-3290
2007,3,New Brunswick,out-migration,-4293
2007,4,New Brunswick,out-migration,-2421
2008,1,New Brunswick,out-migration,-2697
2008,2,New Brunswick,out-migration,-3174
2008,3,New Brunswick,out-migration,-4406
2008,4,New Brunswick,out-migration,-1761
2009,1,New Brunswick,out-migration,-2514
2009,2,New Brunswick,out-migration,-2824
2009,3,New Brunswick,out-migration,-3356
2009,4,New Brunswick,out-migration,-1820
2010,1,New Brunswick,out-migration,-2576
2010,2,New Brunswick,out-migration,-2560
2010,3,New Brunswick,out-migration,-3210
2010,4,New Brunswick,out-migration,-1781
2011,1,New Brunswick,out-migration,-2527
2011,2,New Brunswick,out-migration,-2807
2011,3,New Brunswick,out-migration,-4093
2011,4,New Brunswick,out-migration,-2190
2012,1,New Brunswick,out-migration,-3188
2012,2,New Brunswick,out-migration,-3178
2012,3,New Brunswick,out-migration,-4033
2012,4,New Brunswick,out-migration,-2346
2013,1,New Brunswick,out-migration,-2918
2013,2,New Brunswick,out-migration,-3761
2013,3,New Brunswick,out-migration,-4070
2013,4,New Brunswick,out-migration,-2136
2014,1,New Brunswick,out-migration,-2962
2014,2,New Brunswick,out-migration,-4500
2014,3,New Brunswick,out-migration,-3658
2014,4,New Brunswick,out-migration,-1939
2015,1,New Brunswick,out-migration,-3341
2015,2,New Brunswick,out-migration,-4175
2015,3,New Brunswick,out-migration,-3723
2015,4,New Brunswick,out-migration,-1677
2016,1,New Brunswick,out-migration,-2823
2016,2,New Brunswick,out-migration,-3868
2016,3,New Brunswick,out-migration,-4040
2016,4,New Brunswick,out-migration,-1937
2017,1,New Brunswick,out-migration,-3253
2017,2,New Brunswick,out-migration,-3725
1961,3,Quebec,out-migration,-11694
1961,4,Quebec,out-migration,-13074
1962,1,Quebec,out-migration,-8316
1962,2,Quebec,out-migration,-8358
1962,3,Quebec,out-migration,-12274
1962,4,Quebec,out-migration,-14400
1963,1,Quebec,out-migration,-9194
1963,2,Quebec,out-migration,-10891
1963,3,Quebec,out-migration,-14384
1963,4,Quebec,out-migration,-13757
1964,1,Quebec,out-migration,-8235
1964,2,Quebec,out-migration,-10053
1964,3,Quebec,out-migration,-15674
1964,4,Quebec,out-migration,-13491
1965,1,Quebec,out-migration,-9339
1965,2,Quebec,out-migration,-10372
1965,3,Quebec,out-migration,-16152
1965,4,Quebec,out-migration,-16872
1966,1,Quebec,out-migration,-10464
1966,2,Quebec,out-migration,-13347
1966,3,Quebec,out-migration,-18895
1966,4,Quebec,out-migration,-17784
1967,1,Quebec,out-migration,-9634
1967,2,Quebec,out-migration,-12483
1967,3,Quebec,out-migration,-17897
1967,4,Quebec,out-migration,-16335
1968,1,Quebec,out-migration,-10025
1968,2,Quebec,out-migration,-13988
1968,3,Quebec,out-migration,-13685
1968,4,Quebec,out-migration,-18070
1969,1,Quebec,out-migration,-11366
1969,2,Quebec,out-migration,-14294
1969,3,Quebec,out-migration,-16872
1969,4,Quebec,out-migration,-24118
1970,1,Quebec,out-migration,-16998
1970,2,Quebec,out-migration,-13449
1970,3,Quebec,out-migration,-14063
1970,4,Quebec,out-migration,-29301
1971,1,Quebec,out-migration,-14842
1971,2,Quebec,out-migration,-12359
1971,3,Quebec,out-migration,-17050
1971,4,Quebec,out-migration,-19492
1972,1,Quebec,out-migration,-10202
1972,2,Quebec,out-migration,-12904
1972,3,Quebec,out-migration,-17107
1972,4,Quebec,out-migration,-15828
1973,1,Quebec,out-migration,-11358
1973,2,Quebec,out-migration,-11603
1973,3,Quebec,out-migration,-14860
1973,4,Quebec,out-migration,-16541
1974,1,Quebec,out-migration,-12493
1974,2,Quebec,out-migration,-9862
1974,3,Quebec,out-migration,-15278
1974,4,Quebec,out-migration,-13529
1975,1,Quebec,out-migration,-11257
1975,2,Quebec,out-migration,-7522
1975,3,Quebec,out-migration,-14825
1975,4,Quebec,out-migration,-13193
1976,1,Quebec,out-migration,-9195
1976,2,Quebec,out-migration,-8703
1976,3,Quebec,out-migration,-21884
1976,4,Quebec,out-migration,-11952
1977,1,Quebec,out-migration,-9271
1977,2,Quebec,out-migration,-12126
1977,3,Quebec,out-migration,-27749
1977,4,Quebec,out-migration,-15307
1978,1,Quebec,out-migration,-11935
1978,2,Quebec,out-migration,-15383
1978,3,Quebec,out-migration,-22259
1978,4,Quebec,out-migration,-12258
1979,1,Quebec,out-migration,-9541
1979,2,Quebec,out-migration,-12350
1979,3,Quebec,out-migration,-20581
1979,4,Quebec,out-migration,-11268
1980,1,Quebec,out-migration,-8751
1980,2,Quebec,out-migration,-11394
1980,3,Quebec,out-migration,-18160
1980,4,Quebec,out-migration,-9896
1981,1,Quebec,out-migration,-7651
1981,2,Quebec,out-migration,-10039
1981,3,Quebec,out-migration,-17092
1981,4,Quebec,out-migration,-10689
1982,1,Quebec,out-migration,-8750
1982,2,Quebec,out-migration,-10608
1982,3,Quebec,out-migration,-18665
1982,4,Quebec,out-migration,-9538
1983,1,Quebec,out-migration,-7253
1983,2,Quebec,out-migration,-10103
1983,3,Quebec,out-migration,-16568
1983,4,Quebec,out-migration,-8591
1984,1,Quebec,out-migration,-6650
1984,2,Quebec,out-migration,-8639
1984,3,Quebec,out-migration,-14115
1984,4,Quebec,out-migration,-6797
1985,1,Quebec,out-migration,-4303
1985,2,Quebec,out-migration,-7788
1985,3,Quebec,out-migration,-13557
1985,4,Quebec,out-migration,-6529
1986,1,Quebec,out-migration,-4129
1986,2,Quebec,out-migration,-6749
1986,3,Quebec,out-migration,-11760
1986,4,Quebec,out-migration,-6005
1987,1,Quebec,out-migration,-4218
1987,2,Quebec,out-migration,-7254
1987,3,Quebec,out-migration,-13970
1987,4,Quebec,out-migration,-6956
1988,1,Quebec,out-migration,-4415
1988,2,Quebec,out-migration,-8727
1988,3,Quebec,out-migration,-14540
1988,4,Quebec,out-migration,-6993
1989,1,Quebec,out-migration,-5121
1989,2,Quebec,out-migration,-8757
1989,3,Quebec,out-migration,-16327
1989,4,Quebec,out-migration,-7853
1990,1,Quebec,out-migration,-5750
1990,2,Quebec,out-migration,-8747
1990,3,Quebec,out-migration,-14606
1990,4,Quebec,out-migration,-6808
1991,1,Quebec,out-migration,-5192
1991,2,Quebec,out-migration,-9939
1991,3,Quebec,out-migration,-14141
1991,4,Quebec,out-migration,-7456
1992,1,Quebec,out-migration,-5758
1992,2,Quebec,out-migration,-10313
1992,3,Quebec,out-migration,-12569
1992,4,Quebec,out-migration,-6625
1993,1,Quebec,out-migration,-5107
1993,2,Quebec,out-migration,-9669
1993,3,Quebec,out-migration,-11680
1993,4,Quebec,out-migration,-5515
1994,1,Quebec,out-migration,-5531
1994,2,Quebec,out-migration,-9809
1994,3,Quebec,out-migration,-11434
1994,4,Quebec,out-migration,-6196
1995,1,Quebec,out-migration,-5625
1995,2,Quebec,out-migration,-8748
1995,3,Quebec,out-migration,-12384
1995,4,Quebec,out-migration,-6606
1996,1,Quebec,out-migration,-6284
1996,2,Quebec,out-migration,-9908
1996,3,Quebec,out-migration,-13379
1996,4,Quebec,out-migration,-6635
1997,1,Quebec,out-migration,-6730
1997,2,Quebec,out-migration,-11129
1997,3,Quebec,out-migration,-14029
1997,4,Quebec,out-migration,-6025
1998,1,Quebec,out-migration,-6418
1998,2,Quebec,out-migration,-10999
1998,3,Quebec,out-migration,-11620
1998,4,Quebec,out-migration,-5631
1999,1,Quebec,out-migration,-5394
1999,2,Quebec,out-migration,-9926
1999,3,Quebec,out-migration,-10986
1999,4,Quebec,out-migration,-5383
2000,1,Quebec,out-migration,-7206
2000,2,Quebec,out-migration,-9560
2000,3,Quebec,out-migration,-11607
2000,4,Quebec,out-migration,-4911
2001,1,Quebec,out-migration,-5417
2001,2,Quebec,out-migration,-8848
2001,3,Quebec,out-migration,-10050
2001,4,Quebec,out-migration,-4494
2002,1,Quebec,out-migration,-5120
2002,2,Quebec,out-migration,-9174
2002,3,Quebec,out-migration,-9468
2002,4,Quebec,out-migration,-3862
2003,1,Quebec,out-migration,-4599
2003,2,Quebec,out-migration,-8172
2003,3,Quebec,out-migration,-7333
2003,4,Quebec,out-migration,-3776
2004,1,Quebec,out-migration,-4774
2004,2,Quebec,out-migration,-8666
2004,3,Quebec,out-migration,-7445
2004,4,Quebec,out-migration,-5439
2005,1,Quebec,out-migration,-4856
2005,2,Quebec,out-migration,-9956
2005,3,Quebec,out-migration,-8671
2005,4,Quebec,out-migration,-5526
2006,1,Quebec,out-migration,-5978
2006,2,Quebec,out-migration,-9200
2006,3,Quebec,out-migration,-10728
2006,4,Quebec,out-migration,-6471
2007,1,Quebec,out-migration,-5726
2007,2,Quebec,out-migration,-9637
2007,3,Quebec,out-migration,-10661
2007,4,Quebec,out-migration,-5437
2008,1,Quebec,out-migration,-5588
2008,2,Quebec,out-migration,-10098
2008,3,Quebec,out-migration,-9634
2008,4,Quebec,out-migration,-4988
2009,1,Quebec,out-migration,-5498
2009,2,Quebec,out-migration,-7606
2009,3,Quebec,out-migration,-7638
2009,4,Quebec,out-migration,-3744
2010,1,Quebec,out-migration,-5334
2010,2,Quebec,out-migration,-7590
2010,3,Quebec,out-migration,-7534
2010,4,Quebec,out-migration,-4499
2011,1,Quebec,out-migration,-4987
2011,2,Quebec,out-migration,-7627
2011,3,Quebec,out-migration,-8971
2011,4,Quebec,out-migration,-5472
2012,1,Quebec,out-migration,-5928
2012,2,Quebec,out-migration,-8742
2012,3,Quebec,out-migration,-9230
2012,4,Quebec,out-migration,-4928
2013,1,Quebec,out-migration,-5173
2013,2,Quebec,out-migration,-10394
2013,3,Quebec,out-migration,-10445
2013,4,Quebec,out-migration,-6280
2014,1,Quebec,out-migration,-5780
2014,2,Quebec,out-migration,-10480
2014,3,Quebec,out-migration,-10846
2014,4,Quebec,out-migration,-5789
2015,1,Quebec,out-migration,-6594
2015,2,Quebec,out-migration,-11958
2015,3,Quebec,out-migration,-10410
2015,4,Quebec,out-migration,-5288
2016,1,Quebec,out-migration,-5679
2016,2,Quebec,out-migration,-10916
2016,3,Quebec,out-migration,-12140
2016,4,Quebec,out-migration,-5402
2017,1,Quebec,out-migration,-5988
2017,2,Quebec,out-migration,-11645
1961,3,Ontario,out-migration,-24819
1961,4,Ontario,out-migration,-20448
1962,1,Ontario,out-migration,-14123
1962,2,Ontario,out-migration,-13785
1962,3,Ontario,out-migration,-23818
1962,4,Ontario,out-migration,-22506
1963,1,Ontario,out-migration,-12721
1963,2,Ontario,out-migration,-13386
1963,3,Ontario,out-migration,-25910
1963,4,Ontario,out-migration,-20321
1964,1,Ontario,out-migration,-14464
1964,2,Ontario,out-migration,-13529
1964,3,Ontario,out-migration,-26167
1964,4,Ontario,out-migration,-22312
1965,1,Ontario,out-migration,-15747
1965,2,Ontario,out-migration,-14069
1965,3,Ontario,out-migration,-25864
1965,4,Ontario,out-migration,-27205
1966,1,Ontario,out-migration,-15855
1966,2,Ontario,out-migration,-15111
1966,3,Ontario,out-migration,-28366
1966,4,Ontario,out-migration,-30235
1967,1,Ontario,out-migration,-16348
1967,2,Ontario,out-migration,-16159
1967,3,Ontario,out-migration,-27063
1967,4,Ontario,out-migration,-30380
1968,1,Ontario,out-migration,-15888
1968,2,Ontario,out-migration,-15034
1968,3,Ontario,out-migration,-23313
1968,4,Ontario,out-migration,-28978
1969,1,Ontario,out-migration,-16207
1969,2,Ontario,out-migration,-13758
1969,3,Ontario,out-migration,-21789
1969,4,Ontario,out-migration,-25593
1970,1,Ontario,out-migration,-16149
1970,2,Ontario,out-migration,-16412
1970,3,Ontario,out-migration,-15050
1970,4,Ontario,out-migration,-31664
1971,1,Ontario,out-migration,-19270
1971,2,Ontario,out-migration,-15529
1971,3,Ontario,out-migration,-32150
1971,4,Ontario,out-migration,-28536
1972,1,Ontario,out-migration,-18585
1972,2,Ontario,out-migration,-14435
1972,3,Ontario,out-migration,-29135
1972,4,Ontario,out-migration,-26660
1973,1,Ontario,out-migration,-21383
1973,2,Ontario,out-migration,-19548
1973,3,Ontario,out-migration,-33816
1973,4,Ontario,out-migration,-34699
1974,1,Ontario,out-migration,-19864
1974,2,Ontario,out-migration,-22107
1974,3,Ontario,out-migration,-35075
1974,4,Ontario,out-migration,-34617
1975,1,Ontario,out-migration,-24792
1975,2,Ontario,out-migration,-18885
1975,3,Ontario,out-migration,-30603
1975,4,Ontario,out-migration,-31714
1976,1,Ontario,out-migration,-18970
1976,2,Ontario,out-migration,-19362
1976,3,Ontario,out-migration,-38317
1976,4,Ontario,out-migration,-18205
1977,1,Ontario,out-migration,-15679
1977,2,Ontario,out-migration,-20388
1977,3,Ontario,out-migration,-36912
1977,4,Ontario,out-migration,-17657
1978,1,Ontario,out-migration,-15079
1978,2,Ontario,out-migration,-19667
1978,3,Ontario,out-migration,-37801
1978,4,Ontario,out-migration,-18112
1979,1,Ontario,out-migration,-15442
1979,2,Ontario,out-migration,-20095
1979,3,Ontario,out-migration,-42046
1979,4,Ontario,out-migration,-20371
1980,1,Ontario,out-migration,-17155
1980,2,Ontario,out-migration,-22346
1980,3,Ontario,out-migration,-45552
1980,4,Ontario,out-migration,-22133
1981,1,Ontario,out-migration,-18560
1981,2,Ontario,out-migration,-24092
1981,3,Ontario,out-migration,-37179
1981,4,Ontario,out-migration,-18589
